Name	Mean	Distribution	Param1	Param2	Param3
P.onset	0.0000098400	7	0.0000098400000	0.0000009520000	0.0000100000000
P.onset_low.risk	0.6520000000	7	0.6520000000000	0.0459000000000	0.6000000000000
RR.manufacture	1.9900000000	3	0.6881346387364	0.2507383667216	1.9900000000000
RR.past_smoke	2.1744970000	3	0.7767973734271	0.3838494060636	2.1744970000000
RR.current_smoke	5.9977460000	3	1.7913837319810	0.1199059173939	5.9977460000000
P.onset_age	1.1100000000	7	1.1100000000000	0.0071500000000	1.1200000000000
RR.onset_sex	3.7500000000	7	3.7500000000000	0.8660000000000	3.2500000000000
P.sympt.diag_St1	0.1000000000	7	0.1000000000000	0.0100000000000	0.1000000000000
P.sympt.diag_St2	0.2000000000	7	0.2000000000000	0.0200000000000	0.2000000000000
P.sympt.diag_St3	0.3000000000	7	0.3000000000000	0.0300000000000	0.3000000000000
P.sympt.diag_St4	0.4000000000	7	0.4000000000000	0.0400000000000	0.4000000000000
P.sympt.diag_LGBC	0.0500000000	7	0.0500000000000	0.0050000000000	0.0500000000000
P.sympt.diag_Age	0.8760000000	7	0.8760000000000	0.0922000000000	0.9700000000000
C.age.80.undiag.mort	0.0550000000	7	0.0100000000000	0.1000000000000	0.0550000000000
Mean.t.StI.StII	4.2724000000	6	3.0000000000000	3.0000000000000	4.2724000000000
Mean.t.StII.StIII	3.1811000000	6	2.0000000000000	2.0000000000000	3.1811000000000
Mean.t.StIII.StIV	1.9537000000	6	1.0000000000000	1.0000000000000	1.9537000000000
shape.t.StI.StII	0.6620000000	7	0.6620000000000	0.0558000000000	0.7225001590000
shape.t.StII.StIII	0.7660000000	7	0.7660000000000	0.1220000000000	0.6677821480000
shape.t.StIII.StIV	0.4230000000	7	0.4230000000000	0.0884000000000	0.4711658560000
P.LGtoHGBC	0.0044000000	7	0.0044000000000	0.0007330000000	0.0045000000000
P.Recurrence.LR	0.2850000000	5	0.2850000000000	0.0168370440785	0.2850000000000
P.sympt.diag_Age_LGBC	0.9120000000	7	0.9120000000000	0.0721000000000	0.9700000000000
P.ungiag.dead	-0.0050500000	7	-0.0050500000000	0.0005050000000	-0.0050500000000
Sens.dipstick.LG	0.2300000000	1	13.0000000000000	43.5217391304348	0.2300000000000
Sens.dipstick.St1	0.5000000000	1	22.0000000000000	22.0000000000000	0.5000000000000
Sens.dipstick.St2.4	0.8800000000	1	8.0000000000000	1.0909090909091	0.8800000000000
Spec.dipstick	0.8200000000	1	264.0400000000000	57.9600000000000	0.8200000000000
Sens.cystoscopy.HG	0.9800000000	1	763.0000000000000	15.0000000000000	0.9800000000000
Spec.cystoscopy	0.9400000000	1	716.0000000000000	42.9600000000000	0.9400000000000
Sens.cystoscopy.LG	0.9800000000	1	763.0000000000000	15.0000000000000	0.9800000000000
Sens.joined.diag.HG	0.7715995000	5	0.7715995000000	0.0484419615610	0.7715995000000
Sens.joined.diag.LG	0.1469713333	5	0.1469713333333	0.0092270402973	0.1469713333333
Spec.joined.diag	0.9964280000	5	0.9964280000000	0.0007459320740	0.9964280000000
Mort.TURBT	0.0004633333	5	0.0004633333333	0.0000463333333	0.0004633333333
Disutility.HG.St1.3	0.9018272936	5	0.9018272935726	0.0237448457034	0.9018272935726
Disutility.HG.St4	0.8828924663	5	0.8828924662553	0.0355948184790	0.8828924662553
Disutility.LG	1.0000000000	6	1.0000000000000	1.0000000000000	1.0000000000000
Cost.treat.intercept	2348.8000000000	2	100.0000000000000	23.4880000000000	2348.8000000000000
Cost.treat.past.smoke	-57.2000000000	5	-57.2000000000000	5.7200000000000	-57.2000000000000
Cost.treat.current.smoke	-242.0000000000	5	-242.0000000000000	24.2000000000000	-242.0000000000000
Cost.treat.Y2	-921.4000000000	5	-921.4000000000000	92.1400000000000	-921.4000000000000
Cost.treat.Y3	-1514.0000000000	5	-1514.0000000000000	151.4000000000000	-1514.0000000000000
Cost.treat.stage1	1446.8000000000	5	1446.8000000000000	144.6800000000000	1446.8000000000000
Cost.treat.stage2	1676.1000000000	5	1676.1000000000000	167.6100000000000	1676.1000000000000
Cost.treat.stage3	3956.7000000000	5	3956.7000000000000	395.6700000000000	3956.7000000000000
Cost.treat.stage4	5406.9000000000	5	5406.9000000000000	540.6900000000000	5406.9000000000000
Cost.treat.LG	1217.4000000000	5	1217.4000000000000	121.7400000000000	1217.4000000000000
Cost.surv.Y4.5	401.0000000000	2	100.0000000000000	4.0100000000000	401.0000000000000
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
