Name	Mean	Distribution	Param1	Param2	Param3
P.onset	0.0000098400	7	0.0000098400000	0.0000009520000	0.0000100000000
P.onset_low.risk	0.0000000000	6	0.0000000000000	0.0000000000000	0.0000000000000
RR.manufacture	1.0000000000	6	1.0000000000000	1.0000000000000	1.0000000000000
RR.past_smoke	1.2000000000	3	0.1823215567940	0.0275486281676	1.2000000000000
RR.current_smoke	1.3900000000	3	0.3293037471426	0.0421562779211	1.3900000000000
RR.All.Death.past_smoke	1.2000000000	3	0.1823215567940	0.0255319636857	1.2000000000000
RR.All.Death.current_smoke	2.7600000000	3	1.0152306797291	0.0092440087522	2.7600000000000
P.quit.smoke	0.0167000000	7	0.0167000000000	0.0004052371343	0.0167000000000
P.onset_age	1.1100000000	5	1.1100000000000	0.0071500000000	1.1200000000000
RR.onset_sex	3.7500000000	7	3.7500000000000	0.8660000000000	3.2500000000000
P.sympt.diag_St1	0.1000000000	7	0.1000000000000	0.0100000000000	0.1000000000000
P.sympt.diag_St2	0.2000000000	7	0.2000000000000	0.0200000000000	0.2000000000000
P.sympt.diag_St3	0.3000000000	7	0.3000000000000	0.0300000000000	0.3000000000000
P.sympt.diag_St4	0.4000000000	7	0.4000000000000	0.0400000000000	0.4000000000000
P.sympt.diag_LGBC	0.0000000000	7	0.0000000000000	0.0000000000000	0.0000000000000
P.sympt.diag_Age	0.8760000000	7	0.8760000000000	0.0922000000000	0.9700000000000
C.age.80.undiag.mort	0.0550000000	7	0.0100000000000	0.1000000000000	0.0550000000000
Mean.t.StI.StII	5.1000000000	6	5.1000000000000	5.1000000000000	5.1000000000000
Mean.t.StII.StIII	3.4100000000	6	5.1000000000000	5.1000000000000	3.4100000000000
Mean.t.StIII.StIV	2.0000000000	6	5.1000000000000	5.1000000000000	2.0000000000000
RR.All.Death.no_smoke	0.7547219000	5	0.7547219000000	0.0013606011795	0.7547219000000
shape.t.StI.StII	0.6620000000	7	0.6620000000000	0.0558000000000	0.7225001590000
shape.t.StII.StIII	0.7660000000	7	0.7660000000000	0.1220000000000	0.6677821480000
shape.t.StIII.StIV	0.4230000000	7	0.4230000000000	0.0884000000000	0.4711658560000
P.LGtoHGBC	0.0000000000	6	0.0000000000000	0.0000000000000	0.0000000000000
P.Recurrence.LR	0.0000000000	6	0.0000000000000	0.0000000000000	0.0000000000000
P.ungiag.dead	-0.0050500000	7	-0.0050500000000	0.0005050000000	-0.0050500000000
DT.UPTK.CONS	0.7095758540	5	0.7095758539771	0.0447605294396	0.7095758539771
DT.UPTK.50	-0.3646875260	5	-0.3646875259839	0.0006095801725	-0.3646875259839
DT.UPTK.55	-0.2515641128	5	-0.2515641127937	0.0001830346795	-0.2515641127937
DT.UPTK.65	-0.1165338163	5	-0.1165338162560	0.0057329767356	-0.1165338162560
DT.UPTK.70	-0.2357223335	5	-0.2357223335211	0.0064587431667	-0.2357223335211
DT.UPTK.F	0.1397619424	5	0.1397619423752	0.0044367505855	0.1397619423752
DT.UPTK.NRESP	-1.8325814637	5	-1.8325814637483	0.0080481983301	-1.8325814637483
DT.UPTK.INC	1.8794650496	5	1.8794650496472	0.0035350227787	1.8794650496472
DT.UPTK.IMD2	-0.0725706928	5	-0.0725706928348	0.0082744570842	-0.0725706928348
DT.UPTK.IMD3	-0.1508228897	5	-0.1508228897346	0.0088485192232	-0.1508228897346
DT.UPTK.IMD4	-0.2876820725	5	-0.2876820724518	0.0102741426515	-0.2876820724518
DT.UPTK.IMD5	-0.5978370008	5	-0.5978370007556	0.0046809887357	-0.5978370007556
DT.UPTK.ASIAN	-0.9405723042	5	-0.9405723042457	0.0525589487163	-0.9405723042457
